We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
All Submitters of data may be contacted directly via www.gisaid.org
Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Sweden/20-07586/2020	EPI_ISL_445235	2020-04-20	Europe / Sweden / Vastra Gotaland	Human	Original			Ion Torrent S5 XL, Ion AmpliSeq SARS-CoV-2	Consensus extraction from NC_045512 using torrent suite variantCaller with fill from reference and majority wins			B.1.36	GH
hCoV-19/Sweden/20-07651/2020	EPI_ISL_445236	2020-04-21	Europe / Sweden / Vastra Gotaland	Human	Original			Ion Torrent S5 XL, Ion AmpliSeq SARS-CoV-2	Consensus extraction from NC_045512 using torrent suite variantCaller with fill from reference and majority wins			B.1	GH
hCoV-19/Sweden/20-07653/2020	EPI_ISL_445237	2020-04-21	Europe / Sweden / Vastra Gotaland	Human	Original			Ion Torrent S5 XL, Ion AmpliSeq SARS-CoV-2	Consensus extraction from NC_045512 using torrent suite variantCaller with fill from reference and majority wins			B.1	GH
hCoV-19/Sweden/20-07666/2020	EPI_ISL_445238	2020-04-20	Europe / Sweden / Skane	Human	Original			Ion Torrent S5 XL, Ion AmpliSeq SARS-CoV-2	Consensus extraction from NC_045512 using torrent suite variantCaller with fill from reference and majority wins			B.1.1	GR
hCoV-19/Sweden/20-07672/2020	EPI_ISL_445239	2020-04-19	Europe / Sweden / Uppsala	Human	Original			Ion Torrent S5 XL, Ion AmpliSeq SARS-CoV-2	Consensus extraction from NC_045512 using torrent suite variantCaller with fill from reference and majority wins			B.1	GH
hCoV-19/Sweden/20-07691/2020	EPI_ISL_445240	2020-04-22	Europe / Sweden / Uppsala	Human	Original			Ion Torrent S5 XL, Ion AmpliSeq SARS-CoV-2	Consensus extraction from NC_045512 using torrent suite variantCaller with fill from reference and majority wins			B.1	GH
hCoV-19/Sweden/20-07741/2020	EPI_ISL_445241	2020-04-23	Europe / Sweden / Skane	Human	Original			Ion Torrent S5 XL, Ion AmpliSeq SARS-CoV-2	Consensus extraction from NC_045512 using torrent suite variantCaller with fill from reference and majority wins			A	S
hCoV-19/Sweden/20-07772/2020	EPI_ISL_445242	2020-04-22	Europe / Sweden / Norrbotten	Human	Original			Ion Torrent S5 XL, Ion AmpliSeq SARS-CoV-2	Consensus extraction from NC_045512 using torrent suite variantCaller with fill from reference and majority wins			B.1	G
hCoV-19/Romania/279067/2020	EPI_ISL_445243	2020-04-30	Europe / Romania / Constanta	Human	Original	Naso-pharyngeal swab		Illumina MiSeq	DNASTAR Lasergene, Sequencer			B.1	GH
hCoV-19/Bangladesh/Akbiomed_01/2020	EPI_ISL_445244	2020-04-25	Asia / Bangladesh	Human	Original 			Illumina MiniSeq		[I]  Insertion of 1 nucleotides when compared to the reference sequence 	info	B.1	G
hCoV-19/Wales/PHWC-2BC38/2020	EPI_ISL_445823	2020-04-09	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.1	GR
hCoV-19/Wales/PHWC-2BC47/2020	EPI_ISL_445824	2020-04-09	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.p11	G
hCoV-19/Wales/PHWC-2BCB0/2020	EPI_ISL_445831	2020-04-11	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1	G
hCoV-19/Wales/PHWC-2BCDE/2020	EPI_ISL_445833	2020-04-10	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.44	GH
hCoV-19/Wales/PHWC-2BDAE/2020	EPI_ISL_445846	2020-04-10	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.1	GR
hCoV-19/Wales/PHWC-2BDDB/2020	EPI_ISL_445849	2020-04-10	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.1.1	GR
hCoV-19/Wales/PHWC-2BDEA/2020	EPI_ISL_445850	2020-04-10	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.1.1	GR
hCoV-19/Wales/PHWC-2BE41/2020	EPI_ISL_445856	2020-04-10	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1	G
hCoV-19/Wales/PHWC-2BEAB/2020	EPI_ISL_445862	2020-04-11	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.3	L
hCoV-19/Wales/PHWC-2BEBA/2020	EPI_ISL_445863	2020-04-10	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.1	GR
hCoV-19/Wales/PHWC-2BEE7/2020	EPI_ISL_445866	2020-04-10	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.1.p16	GR
hCoV-19/Wales/PHWC-319ED/2020	EPI_ISL_446514	2020-04-11	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1	G
hCoV-19/Wales/PHWC-31F54/2020	EPI_ISL_446589	2020-04-14	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1	G
hCoV-19/Wales/PHWC-31F63/2020	EPI_ISL_446590	2020-04-13	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1	GH
hCoV-19/Wales/PHWC-31FBE/2020	EPI_ISL_446594	2020-04-14	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.1.2	GR
hCoV-19/India/GBRC76/2020	EPI_ISL_447534	2020-05-05	Asia / India / Gujarat / Modasa	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36	GH
hCoV-19/India/GBRC77/2020	EPI_ISL_447535	2020-05-05	Asia / India / Gujarat / Modasa	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36	GH
hCoV-19/India/GBRC78a/2020	EPI_ISL_447536	2020-05-05	Asia / India / Gujarat / Modasa	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36	GH
hCoV-19/India/GBRC78b/2020	EPI_ISL_447537	2020-05-05	Asia / India / Gujarat / Modasa	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36	GH
hCoV-19/India/GBRC79a/2020	EPI_ISL_447538	2020-05-05	Asia / India / Gujarat / Modasa	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36	GH
hCoV-19/India/GBRC79b/2020	EPI_ISL_447539	2020-05-05	Asia / India / Gujarat / Modasa	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36	GH
hCoV-19/India/GBRC81a/2020	EPI_ISL_447540	2020-05-05	Asia / India / Gujarat / Modasa	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36	GH
hCoV-19/India/GBRC81b/2020	EPI_ISL_447541	2020-05-05	Asia / India / Gujarat / Modasa	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36	GH
hCoV-19/India/GBRC82a/2020	EPI_ISL_447542	2020-05-05	Asia / India / Gujarat / Modasa	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36	GH
hCoV-19/India/GBRC82b/2020	EPI_ISL_447543	2020-05-05	Asia / India / Gujarat / Modasa	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36	GH
hCoV-19/India/GBRC83/2020	EPI_ISL_447544	2020-05-05	Asia / India / Gujarat / Modasa	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1	G
hCoV-19/India/GBRC84/2020	EPI_ISL_447545	2020-05-05	Asia / India / Gujarat / Prantij	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1	G
hCoV-19/India/GBRC85/2020	EPI_ISL_447546	2020-05-05	Asia / India / Gujarat / Himatnagar	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36	GH
hCoV-19/India/GBRC86/2020	EPI_ISL_447547	2020-04-28	Asia / India / Gujarat / Gandhinagar	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1	G
hCoV-19/India/GBRC87/2020	EPI_ISL_447548	2020-04-28	Asia / India / Gujarat / Dahegam	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36	GH
hCoV-19/India/GBRC88a/2020	EPI_ISL_447549	2020-05-03	Asia / India / Gujarat / Dahegam	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1	G
hCoV-19/India/GBRC88b/2020	EPI_ISL_447550	2020-05-03	Asia / India / Gujarat / Dahegam	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1	G
hCoV-19/India/GBRC89/2020	EPI_ISL_447551	2020-04-25	Asia / India / Gujarat / Gandhinagar	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1	G
hCoV-19/India/GBRC90/2020	EPI_ISL_447552	2020-05-02	Asia / India / Gujarat / Gandhinagar	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36	GH
hCoV-19/India/GBRC91/2020	EPI_ISL_447553	2020-04-27	Asia / India / Gujarat / Gandhinagar	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36	GH
hCoV-19/India/GBRC92/2020	EPI_ISL_447554	2020-04-26	Asia / India / Gujarat / Gandhinagar	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1	G
hCoV-19/India/GBRC93/2020	EPI_ISL_447555	2020-04-28	Asia / India / Gujarat / Mansa	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36	GH
hCoV-19/India/CCMB_K128/2020	EPI_ISL_447579	2020-04-10	Asia / India / Telangana	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab		Illumina NovaSeq 6000	Reference based			B.6	O
hCoV-19/India/CCMB_K496/2020	EPI_ISL_447580	2020-04-13	Asia / India / Telangana	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab		Illumina NovaSeq 6000	Reference based			B.6	O
hCoV-19/India/CCMB_K600B/2020	EPI_ISL_447581	2020-04-14	Asia / India / Telangana	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab	-	Illumina NovaSeq 6000	Reference based			B.6	O
hCoV-19/India/CCMB_K601/2020	EPI_ISL_447582	2020-04-14	Asia / India / Telangana	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab	-	Illumina NovaSeq 6000	Reference based			B.6	O
hCoV-19/India/CCMB_L007/2020	EPI_ISL_447583	2020-04-16	Asia / India / Telangana	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab	-	Illumina NovaSeq 6000	Reference based			B.6	O
hCoV-19/India/CCMB_C1-12/2020	EPI_ISL_447584	2020-04-16	Asia / India / Tamil Nadu	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab	-	Illumina NovaSeq 6000	Reference based			B.6	O
hCoV-19/India/CCMB_C2-13/2020	EPI_ISL_447585	2020-04-16	Asia / India / Tamil Nadu	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab	-	Illumina NovaSeq 6000	Reference based			B.6	O
hCoV-19/India/CCMB_C3-14/2020	EPI_ISL_447586	2020-04-16	Asia / India / Tamil Nadu	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab	-	Illumina NovaSeq 6000	Reference based			B.6	O
hCoV-19/India/CCMB_C4-15/2020	EPI_ISL_447587	2020-04-20	Asia / India / Tamil Nadu	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab		Illumina NovaSeq 6000	Reference based			B.1.1	GR
hCoV-19/DRC/3440/2020	EPI_ISL_447597	2020-04-22	Africa / Democratic Republic of the Congo / Kinshasa	Human	Original			Illumina Miseq	iVar			B.1	G
hCoV-19/DRC/3451/2020	EPI_ISL_447598	2020-04-22	Africa / Democratic Republic of the Congo / Kinshasa	Human	Original			Illumina Miseq	iVar	[I] Gap of 1 nucleotides when compared to the reference sequence.	info	B.1	G
hCoV-19/DRC/3453/2020	EPI_ISL_447599	2020-04-22	Africa / Democratic Republic of the Congo / Kinshasa	Human	Original			Illumina Miseq	iVar			B.1	G
hCoV-19/India/CCMB_K771/2020	EPI_ISL_447859	2020-04-15	Asia / India / Telangana	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab	-	Illumina NovaSeq 6000	Reference based			B.6	O
hCoV-19/India/CCMB_K849/2020	EPI_ISL_447860	2020-04-16	Asia / India / Telangana	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab	-	Illumina NovaSeq 6000	Reference based			B.6	O
hCoV-19/India/CCMB_L149/2020	EPI_ISL_447861	2020-04-16	Asia / India / Telangana	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab	-	Illumina NovaSeq 6000	Reference based			B.6	O
hCoV-19/India/CCMB_K599/2020	EPI_ISL_447863	2020-04-14	Asia / India / Telangana	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab	-	Illumina NovaSeq 6000	Reference based			B.6	O
hCoV-19/India/CCMB_L044/2020	EPI_ISL_447864	2020-04-16	Asia / India / Telangana	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab	-	Illumina NovaSeq 6000	Reference based			B.6	O
hCoV-19/India/CCMB_K499/2020	EPI_ISL_447865	2020-04-14	Asia / India / Telangana	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab	-	Illumina NovaSeq 6000	Reference based			B.6	O
hCoV-19/India/CCMB_K500/2020	EPI_ISL_447866	2020-04-14	Asia / India / Telangana	Human	Original	Naso-pharyngeal swab/Oro-pharyngeal swab	-	Illumina NovaSeq 6000	Reference based			B.6	O
hCoV-19/England/CAMB-1AD71E/2020	EPI_ISL_448000	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.2.1	V
hCoV-19/England/CAMB-1AD72D/2020	EPI_ISL_448001	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AD769/2020	EPI_ISL_448003	2020-04-30	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AD7A5/2020	EPI_ISL_448007	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1	G
hCoV-19/England/CAMB-1AD7B4/2020	EPI_ISL_448008	2020-04-30	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.p11	G
hCoV-19/England/CAMB-1AD7D2/2020	EPI_ISL_448010	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AD7E1/2020	EPI_ISL_448011	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AD7F0/2020	EPI_ISL_448012	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.2.6	V
hCoV-19/England/CAMB-1AD80C/2020	EPI_ISL_448013	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.5.5	G
hCoV-19/England/CAMB-1AD82A/2020	EPI_ISL_448015	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AD857/2020	EPI_ISL_448016	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AD866/2020	EPI_ISL_448017	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AD8A2/2020	EPI_ISL_448019	2020-04-30	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AD8DF/2020	EPI_ISL_448021	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.3	GR
hCoV-19/England/CAMB-1AD8EE/2020	EPI_ISL_448022	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1	G
hCoV-19/England/CAMB-1AD909/2020	EPI_ISL_448023	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1	G
hCoV-19/England/CAMB-1AD918/2020	EPI_ISL_448024	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/CAMB-1ADAF7/2020	EPI_ISL_448033	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1ADB21/2020	EPI_ISL_448035	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1ADB30/2020	EPI_ISL_448036	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.30	GH
hCoV-19/England/CAMB-1ADB5E/2020	EPI_ISL_448037	2020-05-03	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1ADB7C/2020	EPI_ISL_448039	2020-05-03	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1ADB8B/2020	EPI_ISL_448040	2020-05-03	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.30	GH
hCoV-19/England/CAMB-1ADB9A/2020	EPI_ISL_448041	2020-05-03	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1ADBA9/2020	EPI_ISL_448042	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore		[I] Gap of 9 nucleotides when compared to the reference sequence.	info	B.1	GH
hCoV-19/England/CAMB-1ADBB8/2020	EPI_ISL_448043	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1ADBC7/2020	EPI_ISL_448044	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1ADBE5/2020	EPI_ISL_448046	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1ADBF4/2020	EPI_ISL_448047	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/CAMB-1ADC79/2020	EPI_ISL_448049	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AE391/2020	EPI_ISL_448051	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AEBB7/2020	EPI_ISL_448056	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AEBE4/2020	EPI_ISL_448059	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AEBF3/2020	EPI_ISL_448060	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AEC2D/2020	EPI_ISL_448063	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.p11	G
hCoV-19/England/CAMB-1AEC4B/2020	EPI_ISL_448064	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.3	GR
hCoV-19/England/CAMB-1AEC78/2020	EPI_ISL_448066	2020-05-05	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AEC96/2020	EPI_ISL_448068	2020-05-05	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AED39/2020	EPI_ISL_448077	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AED48/2020	EPI_ISL_448078	2020-05-08	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1	G
hCoV-19/England/CAMB-1AF55E/2020	EPI_ISL_448080	2020-05-08	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1	G
hCoV-19/England/CAMB-1AF56D/2020	EPI_ISL_448081	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1	G
hCoV-19/England/CAMB-1AF58B/2020	EPI_ISL_448082	2020-05-09	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AF5A9/2020	EPI_ISL_448083	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AF5C7/2020	EPI_ISL_448084	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.36	GH
hCoV-19/England/CAMB-1AF600/2020	EPI_ISL_448086	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore		[I] Gap of 3 nucleotides when compared to the reference sequence.	info	B.1.5	G
hCoV-19/England/CAMB-1AF62E/2020	EPI_ISL_448087	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.p11	G
hCoV-19/England/CAMB-1AF64C/2020	EPI_ISL_448088	2020-05-08	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1AF688/2020	EPI_ISL_448090	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.5	G
hCoV-19/England/CAMB-1AFFAB/2020	EPI_ISL_448092	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.13	GH
hCoV-19/England/CAMB-1AFFF6/2020	EPI_ISL_448096	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1B000E/2020	EPI_ISL_448097	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/CAMB-1B001D/2020	EPI_ISL_448098	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/Scotland/CVR2217/2020	EPI_ISL_448161	2020-04-12	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/Scotland/CVR2218/2020	EPI_ISL_448162	2020-04-11	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/Scotland/CVR2219/2020	EPI_ISL_448163	2020-04-12	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1	GH
hCoV-19/Scotland/CVR2221/2020	EPI_ISL_448164	2020-04-12	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1	G
hCoV-19/Scotland/CVR2222/2020	EPI_ISL_448165	2020-04-12	Europe / United Kingdom / Scotland	Human	Original			Illumina				B.1	G
hCoV-19/Scotland/CVR2223/2020	EPI_ISL_448166	2020-04-12	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1	G
hCoV-19/Scotland/CVR2226/2020	EPI_ISL_448168	2020-04-12	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1	G
hCoV-19/Scotland/CVR2227/2020	EPI_ISL_448169	2020-04-12	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore		[I] Gap of 3 nucleotides when compared to the reference sequence.	info	B.16	L
hCoV-19/Scotland/CVR2284/2020	EPI_ISL_448175	2020-04-13	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.p73	G
hCoV-19/Scotland/CVR2294/2020	EPI_ISL_448176	2020-04-12	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.5	G
hCoV-19/Scotland/CVR2316/2020	EPI_ISL_448178	2020-04-13	Europe / United Kingdom / Scotland	Human	Original			Illumina				B.1	G
hCoV-19/England/NORW-E9AD2/2020	EPI_ISL_448350	2020-04-30	Europe / United Kingdom / England	Human	Original			Illumina				B.2	V
hCoV-19/England/NORW-E9B1B/2020	EPI_ISL_448351	2020-04-30	Europe / United Kingdom / England	Human	Original			Illumina				B.1	G
hCoV-19/England/NORW-E9B48/2020	EPI_ISL_448352	2020-04-30	Europe / United Kingdom / England	Human	Original			Illumina				B.2	V
hCoV-19/England/NORW-E9C54/2020	EPI_ISL_448357	2020-04-30	Europe / United Kingdom / England	Human	Original			Illumina				B.1	GH
hCoV-19/England/SHEF-C0CBD/2020	EPI_ISL_448827	2020-04-13	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1	G
hCoV-19/England/SHEF-C0F96/2020	EPI_ISL_448828	2020-04-15	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/SHEF-C1C70/2020	EPI_ISL_448834	2020-04-15	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1	GH
hCoV-19/England/SHEF-C1D22/2020	EPI_ISL_448836	2020-04-17	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/SHEF-C2F58/2020	EPI_ISL_448841	2020-04-17	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1	G
hCoV-19/England/SHEF-C41BA/2020	EPI_ISL_448844	2020-04-09	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/SHEF-C4E77/2020	EPI_ISL_448846	2020-04-12	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/SHEF-C6B7E/2020	EPI_ISL_448860	2020-04-17	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1	G
hCoV-19/England/SHEF-C81F2/2020	EPI_ISL_448865	2020-04-12	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/SHEF-C82D1/2020	EPI_ISL_448867	2020-04-14	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1	G
hCoV-19/England/SHEF-C8DD0/2020	EPI_ISL_448869	2020-04-17	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/SHEF-C9100/2020	EPI_ISL_448870	2020-04-14	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/SHEF-CA3BE/2020	EPI_ISL_448874	2020-04-14	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1	G
hCoV-19/England/SHEF-CB62D/2020	EPI_ISL_448877	2020-04-16	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1	GH
hCoV-19/England/SHEF-CBE70/2020	EPI_ISL_448880	2020-04-14	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/SHEF-CC246/2020	EPI_ISL_448881	2020-04-17	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/SHEF-CE1DE/2020	EPI_ISL_448887	2020-04-17	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.2.1	V
hCoV-19/England/SHEF-CF86F/2020	EPI_ISL_448896	2020-04-13	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/SHEF-D0300/2020	EPI_ISL_448902	2020-04-15	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/SHEF-D04D0/2020	EPI_ISL_448903	2020-04-17	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1	GH
hCoV-19/England/SHEF-D0986/2020	EPI_ISL_448907	2020-04-16	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1	G
hCoV-19/England/SHEF-D0FB1/2020	EPI_ISL_448908	2020-04-15	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
