Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/England/NOTT-10DF05/2020	EPI_ISL_425468	2020-03-12	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown			B.1.1	GR
hCoV-19/England/NOTT-10DF23/2020	EPI_ISL_425470	2020-03-12	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown			B.1.1	GR
hCoV-19/England/NOTT-10DF32/2020	EPI_ISL_425471	2020-03-13	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown	Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/England/NOTT-10DF50/2020	EPI_ISL_425473	2020-03-14	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown			B.2.2	V
hCoV-19/England/NOTT-10DF6F/2020	EPI_ISL_425474	2020-03-14	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown	Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/England/NOTT-10DF7E/2020	EPI_ISL_425475	2020-03-14	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown			B.2.1	V
hCoV-19/England/NOTT-10DF9C/2020	EPI_ISL_425476	2020-03-14	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown	Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/England/NOTT-10DFAB/2020	EPI_ISL_425477	2020-03-14	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown	Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/England/NOTT-10DFD8/2020	EPI_ISL_425480	2020-03-16	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown	Gap of 3 nucleotides when compared to the reference sequence.	info	B.15	L
hCoV-19/England/NOTT-10DFE7/2020	EPI_ISL_425481	2020-03-16	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown			B.2.1	V
hCoV-19/England/NOTT-10DFF6/2020	EPI_ISL_425482	2020-03-16	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown	Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/England/NOTT-10E001/2020	EPI_ISL_425483	2020-03-16	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown			B.1.p11	G
hCoV-19/England/NOTT-10E010/2020	EPI_ISL_425484	2020-03-17	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown			B.1	G
hCoV-19/England/NOTT-10E03E/2020	EPI_ISL_425486	2020-03-17	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown	Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/England/NOTT-10E04D/2020	EPI_ISL_425487	2020-03-17	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown			B.1.34	G
hCoV-19/England/NOTT-10E05C/2020	EPI_ISL_425488	2020-03-18	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown	Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/England/NOTT-10E06B/2020	EPI_ISL_425489	2020-03-18	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown			B.2	V
hCoV-19/England/NOTT-10E089/2020	EPI_ISL_425491	2020-03-18	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown	Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/England/NOTT-10E098/2020	EPI_ISL_425492	2020-03-18	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown			B.2.1	V
hCoV-19/England/NOTT-10E0B6/2020	EPI_ISL_425494	2020-03-18	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown			B.1.p11	G
hCoV-19/England/NOTT-10E0C5/2020	EPI_ISL_425495	2020-03-18	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown	Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/England/NOTT-10E0D4/2020	EPI_ISL_425496	2020-03-19	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown	Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/England/NOTT-10E0E3/2020	EPI_ISL_425497	2020-03-19	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown			B.1.p11	G
hCoV-19/England/NOTT-10E0F2/2020	EPI_ISL_425498	2020-03-19	Europe / United Kingdom / England	Human	Original	unknown		OXFORD_NANOPORE GridION	unknown	Gap of 3 nucleotides when compared to the reference sequence.	info	B.15	L
hCoV-19/Taiwan/TSGH-01/2020	EPI_ISL_426629	2020-02-07	Asia / Taiwan / Taipei	Human	Original							B	V
hCoV-19/Taiwan/TSGH-02/2020	EPI_ISL_426630	2020-03-17	Asia / Taiwan / New Taipei city	Human	Original							B.4	O
hCoV-19/Taiwan/TSGH-03/2020	EPI_ISL_426631	2020-03-17	Asia / Taiwan / New Taipei City	Human	Original							B.1.1	GR
hCoV-19/Taiwan/TSGH-04/2020	EPI_ISL_426632	2020-03-17	Asia / Taiwan / New Taipei City	Human	Original							B.1	GH
hCoV-19/Australia/NT08/2020	EPI_ISL_426634	2020-03-20	Oceania / Australia / Northern territory	Human	Original			Illumina NextSeq 550	ARTIC v3 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			A.2	S
hCoV-19/Australia/VIC343/2020	EPI_ISL_426652	2020-03-20	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1.5	G
hCoV-19/Australia/VIC344/2020	EPI_ISL_426653	2020-03-20	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.2.4	V
hCoV-19/Australia/VIC345/2020	EPI_ISL_426654	2020-03-20	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1	GH
hCoV-19/Australia/VIC346/2020	EPI_ISL_426655	2020-03-20	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1.3	GH
hCoV-19/Australia/VIC347/2020	EPI_ISL_426656	2020-03-20	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1	GH
hCoV-19/Australia/VIC348/2020	EPI_ISL_426657	2020-03-20	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1	GH
hCoV-19/Australia/VIC350/2020	EPI_ISL_426658	2020-03-20	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			A.3	S
hCoV-19/Australia/VIC373/2020	EPI_ISL_426680	2020-03-22	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B	O
hCoV-19/Australia/VIC375/2020	EPI_ISL_426682	2020-03-22	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1.5	G
hCoV-19/Australia/VIC376/2020	EPI_ISL_426683	2020-03-22	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1	GH
hCoV-19/Australia/VIC377/2020	EPI_ISL_426684	2020-03-22	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1.1	GR
hCoV-19/Australia/VIC378/2020	EPI_ISL_426685	2020-03-22	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.2.4	V
hCoV-19/Australia/VIC379/2020	EPI_ISL_426686	2020-03-22	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			A.1.3	S
hCoV-19/Australia/VIC403/2020	EPI_ISL_426706	2020-03-22	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 500	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.2.4	V
hCoV-19/Australia/VIC493/2020	EPI_ISL_426766	2020-03-22	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v3 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1.p25	GH
hCoV-19/Australia/VIC505/2020	EPI_ISL_426776	2020-03-22	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v3 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10	Long stretches of NNNs (5.69% of overall sequence).	lowco	B.2.4	V
hCoV-19/Australia/VIC509/2020	EPI_ISL_426779	2020-03-22	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v3 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.2.4	V
hCoV-19/Sweden/RV-FOI-6/2020	EPI_ISL_428201	2020-03-20	Europe / Sweden / Västerbotten	Human	Original			Nanopore Minion	ARTIC Network V3 primers and ARTIC boiinformatics pipeline			B.1	G
hCoV-19/Taiwan/TSGH-12/2020	EPI_ISL_428229	2020-03-18	Asia / Taiwan / Taipei	Human	Original			illumina Novaseq				B.1	G
hCoV-19/Taiwan/TSGH-13/2020	EPI_ISL_428230	2020-03-17	Asia / Taiwan / New Taipei City	Human	Original							B.4	O
hCoV-19/USA/CT-Yale-011/2020	EPI_ISL_428250	2020-03-11	North America / USA / Connecticut	Human	Original	nasopharyngeal swab		Oxford Nanopore MinION	Artic Network (bwa, SAMtools, nanopolish)	Stretches of NNNs (3.18% of overall sequence). 		B.1	GH
hCoV-19/USA/WI-UW-157/2020	EPI_ISL_428253	2020-03-15	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-158/2020	EPI_ISL_428254	2020-03-15	North America / USA / Wisconsin / Oak Creek	Human	Original 	Nasopharyngeal swab		unknown				B.1	GH
hCoV-19/USA/WI-UW-159/2020	EPI_ISL_428255	2020-03-15	North America / USA / Wisconsin / Oak Creek	Human	Original 	Nasopharyngeal swab		unknown				B.1	GH
hCoV-19/USA/WI-UW-160/2020	EPI_ISL_428256	2020-03-15	North America / USA / Wisconsin / Oak Creek	Human	Original 	Nasopharyngeal swab		unknown				B.1	GH
hCoV-19/USA/WI-UW-163/2020	EPI_ISL_428259	2020-03-16	North America / USA / Wisconsin / Elm Grove	Human	Original 	Nasopharyngeal swab		unknown				B.1	GH
hCoV-19/USA/WI-UW-164/2020	EPI_ISL_428260	2020-03-16	North America / USA / Wisconsin / Pewaukee	Human	Original 	Nasopharyngeal swab		unknown				B.1.1	GR
hCoV-19/USA/WI-UW-165/2020	EPI_ISL_428261	2020-03-17	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B.1	GH
hCoV-19/USA/WI-UW-166/2020	EPI_ISL_428262	2020-03-17	North America / USA / Wisconsin / Greenfield	Human	Original 	Nasopharyngeal swab		unknown				A.3	S
hCoV-19/USA/WI-UW-167/2020	EPI_ISL_428263	2020-03-18	North America / USA / Wisconsin / New Berlin	Human	Original 	Nasopharyngeal swab		unknown				A.1	S
hCoV-19/USA/WI-UW-168/2020	EPI_ISL_428264	2020-03-19	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-169/2020	EPI_ISL_428265	2020-03-19	North America / USA / Wisconsin / Grafton	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-170/2020	EPI_ISL_428266	2020-03-19	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-171/2020	EPI_ISL_428267	2020-03-19	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-172/2020	EPI_ISL_428268	2020-03-19	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-173/2020	EPI_ISL_428269	2020-03-20	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-174/2020	EPI_ISL_428270	2020-03-20	North America / USA / Wisconsin / Grafton	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-175/2020	EPI_ISL_428271	2020-03-20	North America / USA / Wisconsin / Grafton	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-176/2020	EPI_ISL_428272	2020-03-20	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B.1	GH
hCoV-19/USA/WI-UW-177/2020	EPI_ISL_428273	2020-03-20	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-178/2020	EPI_ISL_428274	2020-03-20	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-179/2020	EPI_ISL_428275	2020-03-21	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-180/2020	EPI_ISL_428276	2020-03-21	North America / USA / Wisconsin / Grafton	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-181/2020	EPI_ISL_428277	2020-03-22	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-182/2020	EPI_ISL_428278	2020-03-22	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-183/2020	EPI_ISL_428279	2020-03-22	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B	O
hCoV-19/USA/WI-UW-184/2020	EPI_ISL_428280	2020-03-22	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				A.3	S
hCoV-19/USA/WI-UW-185/2020	EPI_ISL_428281	2020-03-22	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/WI-UW-196/2020	EPI_ISL_428292	2020-03-21	North America / USA / Wisconsin / Milwaukee	Human	Original 	Nasopharyngeal swab		unknown				B	L
hCoV-19/USA/CA-CZB0458/2020	EPI_ISL_429007	2020-03-18	North America / USA / California / San Francisco	Human	Original	Nasopharyngeal/oropharyngeal swab		Illumina Novaseq	minimap2 / iVar			B	L
hCoV-19/Denmark/ALAB-SSI407/2020	EPI_ISL_429501	2020-03-10	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1	GH
hCoV-19/Denmark/ALAB-SSI408/2020	EPI_ISL_429502	2020-03-10	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1	GH
hCoV-19/Denmark/ALAB-SSI409/2020	EPI_ISL_429503	2020-03-10	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1	GH
hCoV-19/Denmark/ALAB-SSI411/2020	EPI_ISL_429505	2020-03-10	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1	GH
hCoV-19/Denmark/ALAB-SSI412/2020	EPI_ISL_429507	2020-03-10	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1.1	GR
hCoV-19/Denmark/ALAB-SSI413/2020	EPI_ISL_429509	2020-03-10	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1	GH
hCoV-19/Denmark/ALAB-SSI414/2020	EPI_ISL_429511	2020-03-10	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1	GH
hCoV-19/Denmark/ALAB-SSI416/2020	EPI_ISL_429513	2020-03-10	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1	GH
hCoV-19/Denmark/ALAB-SSI417/2020	EPI_ISL_429514	2020-03-10	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1	GH
hCoV-19/Denmark/ALAB-SSI418/2020	EPI_ISL_429516	2020-03-10	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1	GH
hCoV-19/Denmark/ALAB-SSI419/2020	EPI_ISL_429517	2020-03-11	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1	GH
hCoV-19/Denmark/ALAB-SSI420/2020	EPI_ISL_429518	2020-03-11	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1.1	GR
hCoV-19/Denmark/ALAB-SSI420A/2020	EPI_ISL_429519	2020-03-22	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1.p42	GH
hCoV-19/Denmark/ALAB-SSI423/2020	EPI_ISL_429520	2020-03-11	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1	GH
hCoV-19/Denmark/ALAB-SSI424/2020	EPI_ISL_429521	2020-03-11	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1.p42	GH
hCoV-19/Denmark/ALAB-SSI425/2020	EPI_ISL_429523	2020-03-02	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network	Long stretches of NNNs (16.53% of overall sequence).	lowco	B.1.1.1	GR
hCoV-19/Denmark/ALAB-SSI426/2020	EPI_ISL_429525	2020-03-12	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1	GH
hCoV-19/Denmark/ALAB-SSI490/2020	EPI_ISL_429567	2020-03-21	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1	GH
hCoV-19/Denmark/ALAB-SSI514/2020	EPI_ISL_429582	2020-03-16	Europe / Denmark / Unknown	Human	Original			Nanopore MinION	Artic Network			B.1	GH
hCoV-19/Jordan/SR-043/2020	EPI_ISL_430001	2020-03-17	Asia / Jordan / Amman	Human	Original	Nasopharyngeal swab		Illumina	iVar 1.2			B.1.1	G
hCoV-19/Jordan/SR-044/2020	EPI_ISL_430002	2020-03-16	Asia / Jordan / Amman	Human	Original	Nasopharyngeal swab		Illumina	iVar 1.2			B.1.1	G
hCoV-19/Jordan/SR-045/2020	EPI_ISL_430003	2020-03-16	Asia / Jordan / Amman	Human	Original	Nasopharyngeal swab		Illumina	iVar 1.2			B.1.1	G
hCoV-19/Jordan/SR-046/2020	EPI_ISL_430004	2020-03-17	Asia / Jordan / Amman	Human	Original	Nasopharyngeal swab		Illumina	iVar 1.2			B.1.1	G
hCoV-19/Jordan/SR-049/2020	EPI_ISL_430007	2020-03-19	Asia / Jordan / Amman	Human	Original	Nasopharyngeal swab		Illumina	iVar 1.2			B.1.1	G
hCoV-19/Jordan/SR-053/2020	EPI_ISL_430011	2020-03-19	Asia / Jordan / Amman	Human	Original	Nasopharyngeal swab		Illumina	iVar 1.2			B.2.6	O
hCoV-19/Jordan/SR-056/2020	EPI_ISL_430014	2020-03-17	Asia / Jordan / Amman	Human	Original	Nasopharyngeal swab		Illumina	iVar 1.2			B.2	O
hCoV-19/USA/UT-066/2020	EPI_ISL_430019	2020-03-16	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.06% of overall sequence).		B.1	G
hCoV-19/USA/UT-069/2020	EPI_ISL_430021	2020-03-16	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.05% of overall sequence).		B.1.1	GR
hCoV-19/USA/UT-070/2020	EPI_ISL_430022	2020-03-16	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.06% of overall sequence).		B.1	G
hCoV-19/USA/UT-071/2020	EPI_ISL_430023	2020-03-16	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (2.92% of overall sequence).		B.1	GH
hCoV-19/USA/UT-072/2020	EPI_ISL_430024	2020-03-16	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.07% of overall sequence).		B.1	G
hCoV-19/USA/UT-074/2020	EPI_ISL_430025	2020-03-17	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.06% of overall sequence).		B.1	GH
hCoV-19/USA/UT-075/2020	EPI_ISL_430026	2020-03-16	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.60% of overall sequence).		B.1	GH
hCoV-19/USA/UT-076/2020	EPI_ISL_430027	2020-03-17	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (2.68% of overall sequence).		B.1	GH
hCoV-19/USA/UT-077/2020	EPI_ISL_430028	2020-03-17	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.03% of overall sequence).		B.1.p2	GH
hCoV-19/USA/UT-078/2020	EPI_ISL_430029	2020-03-15	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (3.58% of overall sequence).		B.1	GH
hCoV-19/USA/UT-080/2020	EPI_ISL_430031	2020-03-15	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.21% of overall sequence).		B.1	GH
hCoV-19/USA/UT-083/2020	EPI_ISL_430032	2020-03-17	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.07% of overall sequence).		B.2	V
hCoV-19/USA/UT-084/2020	EPI_ISL_430033	2020-03-17	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.07% of overall sequence).		B.1	G
hCoV-19/USA/UT-085/2020	EPI_ISL_430034	2020-03-17	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (3.44% of overall sequence).		B.1	GH
hCoV-19/USA/UT-097/2020	EPI_ISL_430035	2020-03-15	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.03% of overall sequence).		B.1	GH
hCoV-19/USA/UT-098/2020	EPI_ISL_430036	2020-03-14	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (3.45% of overall sequence).		B.1	GH
hCoV-19/USA/UT-099/2020	EPI_ISL_430037	2020-03-14	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.07% of overall sequence).		B	O
hCoV-19/USA/UT-0100/2020	EPI_ISL_430038	2020-03-15	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2	Stretches of NNNs (1.02% of overall sequence).		B.1	G
hCoV-19/Fujian/IM3520002T/2020	EPI_ISL_431180	2020-03-15	Asia / China / Fujian	Human	Vero	Oro-pharyngeal swab		Ion Torrent	CLC Genomics Workbench 11	Insertion of 1 nucleotides when compared to the reference sequence.		B.1.1	GR
hCoV-19/England/CAMB-7B53E/2020	EPI_ISL_433972	2020	Europe / United Kingdom / England	Human	Original			OXFORD_NANOPORE GridION	unknown			B.2.1	V
hCoV-19/England/CAMB-7B54D/2020	EPI_ISL_433973	2020	Europe / United Kingdom / England	Human	Original			OXFORD_NANOPORE GridION	unknown			B.2.1	V
hCoV-19/USA/UT-0106/2020	EPI_ISL_435350	2020-03-12	North America / USA / Utah	Human	Original			Illumina Miseq	BWA + Ivar 1.2			B.1	GH
hCoV-19/Taiwan/TSGH-15/2020	EPI_ISL_436100	2020-03-19	Asia / Taiwan / New Taipei City	Human	Original			Illumina NovaSeq 6000				B.1.5	G
hCoV-19/Taiwan/TSGH-16/2020	EPI_ISL_436101	2020-03-19	Asia / Taiwan / New Taipei City	Human	Original			Illumina NovaSeq 6000				A.1.3	S
hCoV-19/Taiwan/TSGH-17/2020	EPI_ISL_436102	2020-03-19	Asia / Taiwan / New Taipei City	Human	Original			Illumina NovaSeq 6000				B.2	O
hCoV-19/Spain/Valencia102/2020	EPI_ISL_436197	2020-03-17	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			B.1	G
hCoV-19/Turkey/HSGM-6204/2020	EPI_ISL_437329	2020-03-19	Europe / Turkey / Ankara	Human	Vero P1	Sputum	Patient travelled to Saudi Arabia	Oxford Nanopore GridION	Geneious Prime			B	O
hCoV-19/Turkey/HSGM-1452/2020	EPI_ISL_437330	2020-03-19	Europe / Turkey / Tokat	Human	Vero P1	Sputum	Health worker	Oxford Nanopore GridION	Geneious Prime			B.1	GH
hCoV-19/Turkey/HSGM-4698/2020	EPI_ISL_437332	2020-03-18	Europe / Turkey / Istanbul	Human	Vero P1	Sputum	Patient travelled to Iran	Oxford Nanopore GridION	Geneious Prime			B.1	O
hCoV-19/Germany/BAV-MVP0001/2020	EPI_ISL_437359	2020-03-14	Europe / Germany / Bavaria / Munich	Human	Original	Nasopharyngeal swab		Illumina Hiseq 1500	ARTIC V3 amplicons, Nextera XT library, bwa v0.7.17, iVar v1.2.2			B.2.1	V
hCoV-19/Saudi Arabia/KAUST-Makkah20/2020	EPI_ISL_437468	2020-03-22	Asia / Saudi Arabia / Makkah	Human	Original			Illumina Novaseq	Megahit			B.1	GH
hCoV-19/Saudi Arabia/KAUST-Makkah19/2020	EPI_ISL_437481	2020-03-18	Asia / Saudi Arabia / Makkah	Human	Original			Illumina Miseq	Amplicon gatk bcftools consensus	[I] Gap of 3 nucleotides when compared to the reference sequence.	info	B.1.36	GH
hCoV-19/England/CAMB-83D77/2020	EPI_ISL_438688	2020	Europe / United Kingdom / England	Human	Original			OXFORD_NANOPORE				B.1.1.7	GR
hCoV-19/England/CAMB-7292C/2020	EPI_ISL_439909	2020-03-22	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		[I] Gap of 3 nucleotides when compared to the reference sequence.	info	B	O
hCoV-19/England/CAMB-72564/2020	EPI_ISL_439938	2020-03-21	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1	GR
hCoV-19/England/CAMB-728B6/2020	EPI_ISL_439941	2020-03-22	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		[I] Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/England/CAMB-72ED2/2020	EPI_ISL_439990	2020-03-22	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1	GR
