We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
All Submitters of data may be contacted directly via www.gisaid.org
Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/USA/NY-SURV0862/2020	EPI_ISL_436074	2020-03-10	North America / USA / New York / New York City	Human	Original	nasopharyngeal swab		Nanopore, Sanger	minimap 2.17, Sequencher 5.4.34			B.1.3	O
hCoV-19/USA/NY-SURV0863/2020	EPI_ISL_436075	2020-03-10	North America / USA / New York / New York City	Human	Original	nasopharyngeal swab		Nanopore, Sanger	minimap 2.17, Sequencher 5.4.35			B.1	O
hCoV-19/USA/NY-SURV0874/2020	EPI_ISL_436076	2020-03-09	North America / USA / New York / New York City	Human	Original	nasopharyngeal swab		Nanopore, Sanger	minimap 2.17, Sequencher 5.4.36			B.2	O
hCoV-19/USA/NY-SURV0982/2020	EPI_ISL_436077	2020-03-19	North America / USA / New York / New York City	Human	Original	nasopharyngeal swab		Nanopore, Sanger	minimap 2.17, Sequencher 5.4.37			B.1.3	GH
hCoV-19/USA/NY-SURV0983/2020	EPI_ISL_436078	2020-03-19	North America / USA / New York / New York City	Human	Original	nasopharyngeal swab		Nanopore, Sanger	minimap 2.17, Sequencher 5.4.38			B.1.3	O
hCoV-19/USA/NY-SURV0985/2020	EPI_ISL_436079	2020-03-19	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Nanopore, Sanger	minimap 2.17, Sequencher 5.4.39	[I] Gap of 9 nucleotides when compared to the reference sequence.	info	B.1	O
hCoV-19/USA/NY-SURV0988/2020	EPI_ISL_436080	2020-03-18	North America / USA / New York / New York City	Human	Original	nasopharyngeal swab		Nanopore, Sanger	minimap 2.17, Sequencher 5.4.40	[I] Gap of 9 nucleotides when compared to the reference sequence.	info	B.1	O
hCoV-19/USA/NY-SURV0996/2020	EPI_ISL_436081	2020-03-17	North America / USA / New York / New York City	Human	Original	nasopharyngeal swab		Nanopore, Sanger	minimap 2.17, Sequencher 5.4.41	[I] Gap of 3 nucleotides when compared to the reference sequence.	info	B.1	O
hCoV-19/USA/NY-SURV1000/2020	EPI_ISL_436082	2020-03-19	North America / USA / New York / New York City	Human	Original	nasopharyngeal swab		Nanopore, Sanger	minimap 2.17, Sequencher 5.4.42	[I] Gap of 9 nucleotides when compared to the reference sequence.	info	B.1	O
hCoV-19/Spain/Valencia206/2020	EPI_ISL_436301	2020-03-17	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			B.1.5	G
hCoV-19/Spain/Valencia266/2020	EPI_ISL_436361	2020-02-29	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			A.2	S
hCoV-19/Spain/Valencia269/2020	EPI_ISL_436364	2020-03-21	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			A.5	S
hCoV-19/Spain/Valencia270/2020	EPI_ISL_436365	2020-03-21	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			B.1.5.4	G
hCoV-19/Spain/Valencia271/2020	EPI_ISL_436366	2020-03-21	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			B.1	G
hCoV-19/Spain/Valencia278/2020	EPI_ISL_436373	2020-03-16	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			A.5	S
hCoV-19/Spain/Valencia279/2020	EPI_ISL_436374	2020-03-16	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			A.5	S
hCoV-19/Spain/Valencia281/2020	EPI_ISL_436376	2020-03-16	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			B.1	G
hCoV-19/Spain/Valencia282/2020	EPI_ISL_436377	2020-03-17	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			A.5	S
hCoV-19/Spain/Valencia283/2020	EPI_ISL_436378	2020-03-17	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			B.1	G
hCoV-19/Spain/Valencia284/2020	EPI_ISL_436379	2020-03-18	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			B	V
hCoV-19/Spain/Valencia285/2020	EPI_ISL_436380	2020-03-18	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			B	V
hCoV-19/Spain/Valencia287/2020	EPI_ISL_436382	2020-03-17	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			A.2	S
hCoV-19/Spain/Valencia288/2020	EPI_ISL_436383	2020-03-17	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			A.2	S
hCoV-19/Spain/Valencia289/2020	EPI_ISL_436384	2020-03-17	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			B.1.1	GR
hCoV-19/Spain/Valencia291/2020	EPI_ISL_436386	2020-03-17	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			B.1	G
hCoV-19/Spain/Valencia292/2020	EPI_ISL_436387	2020-03-17	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			B.1.5	G
hCoV-19/Spain/Valencia293/2020	EPI_ISL_436388	2020-03-17	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			B.1.1	GR
hCoV-19/Spain/Valencia294/2020	EPI_ISL_436389	2020-03-17	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR	[I] Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/Spain/Valencia295/2020	EPI_ISL_436390	2020-03-17	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			B.1.5	G
hCoV-19/Spain/Valencia296/2020	EPI_ISL_436391	2020-03-17	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			B.1	G
hCoV-19/Spain/Valencia302/2020	EPI_ISL_436397	2020-03-22	Europe / Spain / Comunitat_Valenciana / Valencia	Human	Original			Illumina MiSeq	BWA/IVAR			B.1	G
hCoV-19/Turkey/HSGM-1444/2020	EPI_ISL_437318	2020-03-19	Europe / Turkey / Ankara	Human	Vero P1	Sputum		Oxford Nanopore GridION	Geneious Prime			B.4	O
hCoV-19/Turkey/HSGM-1490/2020	EPI_ISL_437319	2020-03-19	Europe / Turkey / Kocaeli	Human	Vero P1	Sputum	Patient travelled to Iran	Oxford Nanopore GridION	Geneious Prime			B.4	O
hCoV-19/Turkey/HSGM-1492/2020	EPI_ISL_437320	2020-03-19	Europe / Turkey / Istanbul	Human	Vero P1	Sputum		Oxford Nanopore GridION	Geneious Prime			B.4	O
hCoV-19/Turkey/HSGM-1497/2020	EPI_ISL_437321	2020-03-19	Europe / Turkey / Istanbul	Human	Vero P1	Sputum		Oxford Nanopore GridION	Geneious Prime			B.4	O
hCoV-19/Turkey/HSGM-1009/2020	EPI_ISL_437322	2020-03-19	Europe / Turkey / Ankara	Human	Vero P1	Sputum		Oxford Nanopore GridION	Geneious Prime			B.4	O
hCoV-19/Turkey/HSGM-1481/2020	EPI_ISL_437323	2020-03-19	Europe / Turkey / Istanbul	Human	Vero P1	Sputum	Patient travelled toTawain	Oxford Nanopore GridION	Geneious Prime			B.4	O
hCoV-19/Turkey/HSGM-1476/2020	EPI_ISL_437324	2020-03-19	Europe / Turkey / Istanbul	Human	Vero P1	Sputum	Patient travelled to Iran	Oxford Nanopore GridION	Geneious Prime			B.4	O
hCoV-19/Turkey/HSGM-1495/2020	EPI_ISL_437325	2020-03-19	Europe / Turkey / Istanbul	Human	Vero P1	Sputum	Patient travelled to Iran	Oxford Nanopore GridION	Geneious Prime			B.4	O
hCoV-19/Turkey/HSGM-1432/2020	EPI_ISL_437326	2020-03-19	Europe / Turkey / Istanbul	Human	Vero P1	Sputum	Patient travelled to Iran	Oxford Nanopore GridION	Geneious Prime			B.1.36	GH
hCoV-19/Turkey/HSGM-1458/2020	EPI_ISL_437327	2020-03-19	Europe / Turkey / Agri	Human	Vero P1	Sputum	Patient travelled to Iran	Oxford Nanopore GridION	Geneious Prime			B.4	O
hCoV-19/Turkey/HSGM-7668/2020	EPI_ISL_437328	2020-03-19	Europe / Turkey / Tekirdag	Human	Vero P1	Sputum	Patient travelled to Saudi Arabia	Oxford Nanopore GridION	Geneious Prime			B.1.p9	GH
hCoV-19/USA/CA-SR0177/2020	EPI_ISL_437600	2020-03-19	North America / USA / California / San Diego	Human	Original	Nasopharyngeal swab		Illumina	iVar 1.2			B.1	GH
hCoV-19/Thailand/SI206917-NT/2020	EPI_ISL_437602	2020-03-20	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			A.6	S
hCoV-19/Thailand/SI206587-NT/2020	EPI_ISL_437603	2020-03-19	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			A.6	S
hCoV-19/Thailand/SI206377-NST/2020	EPI_ISL_437604	2020-03-01	Asia / Thailand	Human	unknown	Nasal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			A.6	S
hCoV-19/Thailand/SI205929-NT/2020	EPI_ISL_437605	2020-03-18	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			A.6	S
hCoV-19/Thailand/SI205529-NT/2020	EPI_ISL_437606	2020-03-18	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			B.1.8	G
hCoV-19/Thailand/SI205457-NST/2020	EPI_ISL_437607	2020-03-16	Asia / Thailand	Human	unknown	Nasal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			A.6	S
hCoV-19/Thailand/SI204713-NT/2020	EPI_ISL_437608	2020-03-13	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			A.6	O
hCoV-19/Thailand/SI204514-NT/2020	EPI_ISL_437609	2020-03-12	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			A.6	S
hCoV-19/Thailand/SI204512-NT/2020	EPI_ISL_437610	2020-03-12	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			B.1	G
hCoV-19/Thailand/SI204487-NT/2020	EPI_ISL_437611	2020-03-11	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			B.2.2	V
hCoV-19/Thailand/SI203285-NT/2020	EPI_ISL_437612	2020-01-23	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			A.6	S
hCoV-19/Thailand/SI202872-NT/2020	EPI_ISL_437613	2020-02-25	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			A.6	S
hCoV-19/Thailand/SI202769-NT/2020	EPI_ISL_437614	2020-02-25	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			A.6	O
hCoV-19/Thailand/SI202620-NT/2020	EPI_ISL_437615	2020-02-22	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			A.6	S
hCoV-19/Thailand/SI202205-NT/2020	EPI_ISL_437616	2020-02-07	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			A	S
hCoV-19/Thailand/SI201712-NT/2020	EPI_ISL_437617	2020-02-03	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			B	O
hCoV-19/Thailand/SI200615-NT/2020	EPI_ISL_437618	2020-01-29	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			B	L
hCoV-19/Thailand/SI200478-NST/2020	EPI_ISL_437619	2020-01-26	Asia / Thailand	Human	unknown	Nasal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			B	O
hCoV-19/Thailand/SI200468-NT/2020	EPI_ISL_437620	2020-01-25	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			A.6	S
hCoV-19/Thailand/SI200433-NT/2020	EPI_ISL_437621	2020-01-25	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			B	L
hCoV-19/Thailand/SI200383-NT/2020	EPI_ISL_437622	2020-01-23	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			B	O
hCoV-19/Thailand/SI200040-NT/2020	EPI_ISL_437623	2020-01-08	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			B	L
hCoV-19/Thailand/SI200893-NT/2020	EPI_ISL_437624	2020-02-01	Asia / Thailand	Human	unknown	Nasopharyngeal swab and Throat swab		Illumina; MGI	IDBA-UD v. 1.1.3.			B	O
hCoV-19/Poland/Wro-02/2020	EPI_ISL_437625	2020-03-18	Europe / Poland / Dolnoslakie	Human	Original	Oro-pharyngeal swab		Illumina NextSeq (modyficated: TruSeq Stranded Total RNA protocol)	alligment: VirGenA, annotation: Patric			A.2	S
hCoV-19/Denmark/ALAB-SSI-1102/2020	EPI_ISL_437635	2020-03-18	Europe / Denmark / Unknown	Human	Original			Nanopore MinION				B.1	G
hCoV-19/Denmark/ALAB-SSI-133/2020	EPI_ISL_437642	2020-03-08	Europe / Denmark / Unknown	Human	Original			Nanopore MinION				B.1.8	G
hCoV-19/Denmark/ALAB-SSI-135/2020	EPI_ISL_437647	2020-03-08	Europe / Denmark / Unknown	Human	Original			Nanopore MinION				B.1	GH
hCoV-19/Denmark/ALAB-SSI-136/2020	EPI_ISL_437648	2020-03-08	Europe / Denmark / Unknown	Human	Original			Nanopore MinION				B.1	GH
hCoV-19/Denmark/ALAB-SSI-137/2020	EPI_ISL_437649	2020-03-08	Europe / Denmark / Unknown	Human	Original			Nanopore MinION				B.1	GH
hCoV-19/Denmark/ALAB-SSI-138/2020	EPI_ISL_437650	2020-03-08	Europe / Denmark / Unknown	Human	Original			Nanopore MinION				B.1	GH
hCoV-19/Denmark/ALAB-SSI-242/2020	EPI_ISL_437657	2020-03-10	Europe / Denmark / Unknown	Human	Original			Nanopore MinION				B.1	GH
hCoV-19/Denmark/ALAB-SSI-243/2020	EPI_ISL_437658	2020-03-10	Europe / Denmark / Unknown	Human	Original			Nanopore MinION				B.1	GH
hCoV-19/Denmark/ALAB-SSI-244/2020	EPI_ISL_437659	2020-03-10	Europe / Denmark / Unknown	Human	Original			Nanopore MinION				B.3	L
hCoV-19/Denmark/ALAB-SSI-245/2020	EPI_ISL_437660	2020-03-06	Europe / Denmark / Unknown	Human	Original			Nanopore MinION				B.1	G
hCoV-19/Denmark/ALAB-SSI-246/2020	EPI_ISL_437661	2020-03-10	Europe / Denmark / Unknown	Human	Original			Nanopore MinION				B.1	GH
hCoV-19/Denmark/ALAB-SSI-248/2020	EPI_ISL_437663	2020-03-02	Europe / Denmark / Unknown	Human	Original			Nanopore MinION				B.1.1.1	GR
hCoV-19/Denmark/ALAB-SSI-251/2020	EPI_ISL_437664	2020-03-10	Europe / Denmark / Unknown	Human	Original			Nanopore MinION				B.3	L
hCoV-19/Scotland/CVR247/2020	EPI_ISL_438913	2020-03-19	Europe / United Kingdom / Scotland	Human	Original			ILLUMINA				B.1	G
hCoV-19/Scotland/CVR249/2020	EPI_ISL_438914	2020-03-19	Europe / United Kingdom / Scotland	Human	Original			ILLUMINA		[I] Gap of 3 nucleotides when compared to the reference sequence.	info	B	O
hCoV-19/Scotland/CVR255/2020	EPI_ISL_438926	2020-03-19	Europe / United Kingdom / Scotland	Human	Original			ILLUMINA				B	L
hCoV-19/Scotland/CVR257/2020	EPI_ISL_438928	2020-03-20	Europe / United Kingdom / Scotland	Human	Original			ILLUMINA				B.2	V
hCoV-19/Scotland/CVR258/2020	EPI_ISL_438930	2020-03-20	Europe / United Kingdom / Scotland	Human	Original			ILLUMINA				A.5	S
hCoV-19/Scotland/CVR263/2020	EPI_ISL_438933	2020-03-20	Europe / United Kingdom / Scotland	Human	Original			ILLUMINA				B.1.1	GR
hCoV-19/England/BRIS-1221AA/2020	EPI_ISL_439957	2020-03-22	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1	G
hCoV-19/England/CAMB-72C23/2020	EPI_ISL_439963	2020-03-22	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1	GH
hCoV-19/England/BRIS-121D4D/2020	EPI_ISL_439966	2020-03-21	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1	GH
hCoV-19/England/BRIS-12217D/2020	EPI_ISL_439967	2020-03-21	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.2.2	V
hCoV-19/England/CAMB-72E2D/2020	EPI_ISL_439968	2020-03-20	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		[I] Gap of 3 nucleotides when compared to the reference sequence.	info	B	O
hCoV-19/England/BRIS-122377/2020	EPI_ISL_439973	2020-03-21	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.2.1	V
hCoV-19/England/BRIS-121DF2/2020	EPI_ISL_439974	2020-03-20	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.13	GH
hCoV-19/England/CAMB-72C41/2020	EPI_ISL_439975	2020-03-22	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.2.1	V
hCoV-19/England/BRIS-121F47/2020	EPI_ISL_439979	2020-03-19	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.72	G
hCoV-19/England/CAMB-7334B/2020	EPI_ISL_439980	2020-03-21	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.2.1	V
hCoV-19/England/BRIS-121D89/2020	EPI_ISL_439981	2020-03-20	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1	GR
hCoV-19/England/BRIS-122070/2020	EPI_ISL_439982	2020-03-22	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.2.2	V
hCoV-19/England/BRIS-121EC2/2020	EPI_ISL_439986	2020-03-19	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.13	GH
hCoV-19/England/CAMB-73651/2020	EPI_ISL_439987	2020-03-21	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.2.1	V
hCoV-19/England/BRIS-121F92/2020	EPI_ISL_439988	2020-03-20	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1	GR
hCoV-19/Singapore/108/2020	EPI_ISL_443200	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B	L
hCoV-19/Singapore/109/2020	EPI_ISL_443201	2020-03-05	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B	L
hCoV-19/Singapore/110/2020	EPI_ISL_443202	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1	GH
hCoV-19/Singapore/111/2020	EPI_ISL_443203	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.6	O
hCoV-19/Singapore/112/2020	EPI_ISL_443204	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1.1	GR
hCoV-19/Singapore/113/2020	EPI_ISL_443205	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1.1	GR
hCoV-19/Singapore/114/2020	EPI_ISL_443206	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B	L
hCoV-19/Singapore/115/2020	EPI_ISL_443207	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.2	V
hCoV-19/Singapore/116/2020	EPI_ISL_443208	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1	G
hCoV-19/Singapore/117/2020	EPI_ISL_443209	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1	GH
hCoV-19/Singapore/118/2020	EPI_ISL_443210	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1.1	GR
hCoV-19/Singapore/119/2020	EPI_ISL_443211	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B	L
hCoV-19/Singapore/122/2020	EPI_ISL_443214	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1.1	GR
hCoV-19/Singapore/123/2020	EPI_ISL_443215	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1	GH
hCoV-19/Singapore/124/2020	EPI_ISL_443216	2020-03-19	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.6	O
hCoV-19/Singapore/125/2020	EPI_ISL_443217	2020-03-21	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1	GH
hCoV-19/Singapore/126/2020	EPI_ISL_443218	2020-03-20	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1.1	GR
hCoV-19/Singapore/127/2020	EPI_ISL_443219	2020-03-20	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1.1	GR
hCoV-19/Singapore/128/2020	EPI_ISL_443220	2020-03-21	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1.1	GR
hCoV-19/Singapore/129/2020	EPI_ISL_443221	2020-03-20	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B	L
hCoV-19/Singapore/130/2020	EPI_ISL_443222	2020-03-20	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B	L
hCoV-19/Singapore/131/2020	EPI_ISL_443223	2020-03-20	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1.1	GR
hCoV-19/Singapore/132/2020	EPI_ISL_443224	2020-03-20	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B	L
hCoV-19/Singapore/133/2020	EPI_ISL_443225	2020-03-20	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B	L
hCoV-19/Singapore/134/2020	EPI_ISL_443226	2020-03-16	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B	L
hCoV-19/Singapore/135/2020	EPI_ISL_443227	2020-03-16	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.6	O
hCoV-19/Singapore/136/2020	EPI_ISL_443228	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B	L
hCoV-19/Singapore/137/2020	EPI_ISL_443229	2020-03-16	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1.1	GR
hCoV-19/Singapore/138/2020	EPI_ISL_443230	2020-03-17	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1	GH
hCoV-19/Singapore/139/2020	EPI_ISL_443231	2020-03-17	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			A.5	S
hCoV-19/Singapore/140/2020	EPI_ISL_443232	2020-03-17	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.6	O
hCoV-19/Singapore/141/2020	EPI_ISL_443233	2020-03-17	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.3	L
hCoV-19/Singapore/142/2020	EPI_ISL_443234	2020-03-17	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1.1	GR
hCoV-19/Singapore/143/2020	EPI_ISL_443235	2020-03-17	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1	GH
hCoV-19/Singapore/144/2020	EPI_ISL_443236	2020-03-17	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1	GH
hCoV-19/Singapore/145/2020	EPI_ISL_443237	2020-03-17	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.6	O
hCoV-19/Singapore/146/2020	EPI_ISL_443238	2020-03-17	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1.5	G
hCoV-19/Singapore/147/2020	EPI_ISL_443239	2020-03-17	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.3	L
hCoV-19/Singapore/148/2020	EPI_ISL_443240	2020-03-17	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1	G
hCoV-19/Singapore/149/2020	EPI_ISL_443241	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.6	O
hCoV-19/Singapore/150/2020	EPI_ISL_443242	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B	L
hCoV-19/Singapore/151/2020	EPI_ISL_443243	2020-03-18	Asia / Singapore	Human	Original			Illumina MiSeq	unknown			B.1	GH
hCoV-19/USA/WA-QDX-02/2020	EPI_ISL_444518	2020-03-13	North America / USA / Washington	Human	unknown			Illumina				A.1	S
hCoV-19/USA/NY-QDX-01/2020	EPI_ISL_444519	2020-03-12	North America / USA / NY	Human	unknown			Illumina				B.1	GH
hCoV-19/USA/IL-NM010/2020	EPI_ISL_444523	2020-03-17	North America / USA / Illinois / Chicago	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC			B.1	GH
hCoV-19/USA/IL-NM014/2020	EPI_ISL_444525	2020-03-15	North America / USA / Illinois / Chicago	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC			B.1.5	G
hCoV-19/USA/IL-NM022/2020	EPI_ISL_444532	2020-03-15	North America / USA / Illinois / Chicago	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC			A.1	S
hCoV-19/USA/IL-NM023/2020	EPI_ISL_444533	2020-03-14	North America / USA / Illinois / Chicago	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC			B.1	GH
hCoV-19/USA/IL-NM054/2020	EPI_ISL_444550	2020-03-15	North America / USA / Illinois / Chicago	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC			B.1	GH
hCoV-19/USA/IL-NM056/2020	EPI_ISL_444552	2020-03-18	North America / USA / Illinois / Chicago	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC			B.1	GH
hCoV-19/USA/IL-NM059/2020	EPI_ISL_444555	2020-03-18	North America / USA / Illinois / Chicago	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC			A.3	S
hCoV-19/USA/IL-NM060/2020	EPI_ISL_444556	2020-03-18	North America / USA / Illinois / Chicago	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC			B.1	G
hCoV-19/USA/IL-NM065/2020	EPI_ISL_444560	2020-03-18	North America / USA / Illinois / Chicago	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC			B	L
hCoV-19/USA/IL-NM071/2020	EPI_ISL_444566	2020-03-18	North America / USA / Illinois / Chicago	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC			A.3	S
hCoV-19/USA/IL-NM072/2020	EPI_ISL_444567	2020-03-18	North America / USA / Illinois / Chicago	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC			A.3	S
